Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description,,
BAF67406.1,8884.282366,-0.354262689,0.449657602,-0.787849884,0.430784519,0.784478242,AP009351.1,1242931,1243119,-,rpmB,NWMN_1134,50S ribosomal protein L28,,
BAF67407.1,461.9211409,0.442803512,0.299396859,1.478985163,0.13914428,0.475348968,AP009351.1,1243562,1243936,+,NWMN_1135,NWMN_1135,conserved hypothetical protein,,
BAF67408.1,2334.362087,-0.135417986,0.249215202,-0.543377713,0.586869768,0.863559139,AP009351.1,1243951,1245597,+,NWMN_1136,NWMN_1136,Dak phosphatase,,
BAF67409.1,259.573783,0.367675442,0.398396297,0.922888705,0.356065208,0.735407958,AP009351.1,1245787,1247847,+,recG,NWMN_1137,ATP-dependent DNA helicase RecG,,
BAF67410.1,290.3680706,-0.02051863,0.382822411,-0.053598298,0.957255212,0.988357367,AP009351.1,1248050,1248622,+,NWMN_1138,NWMN_1138,fatty acid and phospholipid biosynthesis transcriptional regulator,,
BAF67411.1,942.1008035,0.071291325,0.488848625,0.145835174,0.884051508,0.969965012,AP009351.1,1248627,1249613,+,plsX,NWMN_1139,fatty acid%2Fphospholipid synthesis protein PlsX,,
BAF67412.1,1403.780932,-0.028204422,0.417513675,-0.067553288,0.946141241,0.984740759,AP009351.1,1249606,1250532,+,fabD,NWMN_1140,malonyl CoA-acyl carrier protein transacylase,,
BAF67413.1,1849.119355,0.005116373,0.15608411,0.032779589,0.973850355,0.992336986,AP009351.1,1250525,1251259,+,fabG,NWMN_1141,3-oxoacyl-%5Bacyl-carrier protein%5D reductase,,
BAF67414.1,8397.604671,-0.205614554,0.4091023,-0.50259936,0.615245979,0.876965484,AP009351.1,1251502,1251735,+,acpP,NWMN_1142,acyl carrier protein,,
BAF67415.1,89.63725984,0.040202222,0.236790412,0.169779772,0.865183335,0.963516113,AP009351.1,1251851,1252582,+,rnc,NWMN_1143,ribonuclease III,,
BAF67416.1,129.2985201,-0.258371123,0.240115494,-1.076028536,0.281914494,0.664475267,AP009351.1,1252729,1256295,+,smc,NWMN_1144,chromosome segregation SMC protein,,
BAF67417.1,70.70551697,-0.262062983,0.343915909,-0.761997267,0.446061635,0.796810955,AP009351.1,1256295,1257545,+,ftsY,NWMN_1145,signal recognition particle-docking protein FtsY,,
BAF67418.1,220.8027224,0.478358402,0.413979191,1.155513157,0.247880348,0.629136764,AP009351.1,1257532,1257864,+,NWMN_1146,NWMN_1146,conserved hypothetical protein,,
BAF67419.1,1877.690582,-0.234531429,0.139214508,-1.684676632,0.092050977,0.384182036,AP009351.1,1257890,1259257,+,ffh,NWMN_1147,signal recognition particle protein,,
BAF67420.1,2168.665417,-0.779353145,0.430836177,-1.80893153,0.070461641,0.327404134,AP009351.1,1259692,1259967,+,rpsP,NWMN_1148,30S ribosomal protein S16,,
BAF67421.1,422.9754407,-1.354494417,0.512441149,-2.643219463,0.008212179,0.081432444,AP009351.1,1260155,1260658,+,rimM,NWMN_1149,16S rRNA processing protein,,
BAF67422.1,727.7425859,-1.241649671,0.214124756,-5.798720771,6.68E-09,4.17E-07,AP009351.1,1260658,1261395,+,trmD,NWMN_1150,tRNA %28guanine-N1%29-methyltransferase,,
BAF67423.1,6035.72614,-0.420746326,0.446741297,-0.941812026,0.346288887,0.724300929,AP009351.1,1261498,1261848,+,rplS,NWMN_1151,50S ribosomal protein L19,,
BAF67424.1,220.3764947,0.181145891,0.215150996,0.841947721,0.399817217,0.762050774,AP009351.1,1262092,1264698,-,NWMN_1152,NWMN_1152,conserved hypothetical protein,,
BAF67425.1,181.8881931,-0.203684833,0.334247515,-0.609383239,0.542270445,0.844084102,AP009351.1,1265099,1265983,+,NWMN_1153,NWMN_1153,conserved hypothetical protein,,
BAF67426.1,138.410547,-0.538634681,0.426951166,-1.261583816,0.207098583,0.574170254,AP009351.1,1265967,1266734,+,rnhB,NWMN_1154,ribonuclease HII,,
BAF67427.1,2033.048888,0.274890911,0.390926643,0.703177734,0.481944993,0.814159964,AP009351.1,1266843,1268009,+,sucC,NWMN_1155,succinyl-CoA synthetase%2C beta subunit,,
BAF67428.1,1715.542714,0.020297013,0.201813756,0.100572992,0.919889437,0.978123157,AP009351.1,1268031,1268939,+,sucD,NWMN_1156,succinyl-CoA synthetase%2C alpha subunit,,
BAF67429.1,8.527045139,0.087147028,0.53623293,0.162517113,0.870898653,NA,AP009351.1,1269133,1270284,+,lytN,NWMN_1157,cell-wall hydrolase lytN,,
BAF67430.1,61.34335369,0.283214033,0.30628101,0.924686884,0.355128804,0.734969066,AP009351.1,1270312,1271556,+,fmhC,NWMN_1158,methicillin resistance-related protein FmhC,,
BAF67431.1,11.7577669,-0.00682942,0.442945704,-0.015418188,0.987698554,0.995468706,AP009351.1,1271729,1272601,+,NWMN_1159,NWMN_1159,conserved hypothetical protein,,
BAF67432.1,1081.612396,-0.011489784,0.393443377,-0.029203144,0.976702574,0.993151532,AP009351.1,1272775,1274850,+,topA,NWMN_1160,DNA topoisomerase I,,
BAF67433.1,1789.895607,-0.445024741,0.138819756,-3.205773824,0.001346998,0.020275867,AP009351.1,1275006,1276313,+,gid,NWMN_1161,glucose inhibited division protein,,
BAF67434.1,256.0360903,0.833447502,0.195935024,4.253693323,2.10E-05,0.000624385,AP009351.1,1276730,1277626,+,xerC,NWMN_1162,tyrosine recombinase xerC,,
BAF67435.1,190.1217577,0.570204636,0.432550369,1.318238701,0.187423754,0.548148912,AP009351.1,1277623,1278168,+,hslV,NWMN_1163,ATP-dependent protease peptidase subunit,,
BAF67436.1,947.7795428,0.109882216,0.357394921,0.307453211,0.758498432,0.933913597,AP009351.1,1278234,1279637,+,hslU,NWMN_1164,ATP-dependent protease ATP-binding subunit,,
BAF67437.1,1892.621651,-0.134859488,0.13959088,-0.966105293,0.333991496,0.713045324,AP009351.1,1279662,1280435,+,codY,NWMN_1165,GTP-sensing transcriptional pleiotropic repressor CodY,,
BAF67438.1,14356.90724,-0.722096486,0.134626762,-5.363691981,8.15E-08,4.18E-06,AP009351.1,1280777,1281544,+,rpsB,NWMN_1166,30S ribosomal protein S2,,
BAF67439.1,10632.59067,-0.737896957,0.155373598,-4.74917853,2.04E-06,7.98E-05,AP009351.1,1281726,1282607,+,tsf,NWMN_1167,elongation factor Ts %28EF-Ts%29,,
BAF67440.1,670.6481107,-0.251862633,0.368412368,-0.683643263,0.494200459,0.82037937,AP009351.1,1282690,1283466,+,pyrH,NWMN_1168,uridylate kinase,,
BAF67441.1,952.671126,-0.608442743,0.236212503,-2.575827848,0.010000042,0.094264952,AP009351.1,1283485,1284039,+,frr,NWMN_1169,ribosome recycling factor,,
BAF67442.1,568.7654205,-0.371847189,0.336568347,-1.104819253,0.269237916,0.652808562,AP009351.1,1284412,1285182,+,uppS,NWMN_1170,undecaprenyl pyrophosphate synthetase,,
BAF67443.1,1049.550248,-0.120718467,0.168898575,-0.714739403,0.474770085,0.809507575,AP009351.1,1285189,1285971,+,cdsA,NWMN_1171,phosphatidate cytidylyltransferase,,
BAF67444.1,1257.376373,-0.133010718,0.391164798,-0.340037546,0.733828253,0.925502162,AP009351.1,1286208,1287494,+,NWMN_1172,NWMN_1172,conserved hypothetical protein,,
BAF67445.1,3434.102911,-0.332043005,0.286048751,-1.160791663,0.245726634,0.628258956,AP009351.1,1287514,1289217,+,proS,NWMN_1173,prolyl-tRNA synthetase,,
BAF67446.1,2272.905702,-0.348353785,0.340039132,-1.024452047,0.305621809,0.686198931,AP009351.1,1289475,1293791,+,polC,NWMN_1174,DNA polymerase III alpha chain PolC-type,,
BAF67447.1,317.4327116,-0.01873514,0.165770022,-0.113018867,0.910015598,0.977145889,AP009351.1,1294081,1294548,+,NWMN_1175,NWMN_1175,conserved hypothetical protein,,
BAF67448.1,406.908904,-0.255484748,0.343295036,-0.744213348,0.456747414,0.800036895,AP009351.1,1294569,1295744,+,nusA,NWMN_1176,transcription termination-antitermination factor,,
BAF67449.1,92.82205133,-0.048642348,0.377194391,-0.128958302,0.897390644,0.971384646,AP009351.1,1296046,1296363,+,rpl7AE,NWMN_1177,ribosomal protein L7Ae,,
BAF67450.1,1463.285273,-0.386674448,0.167699698,-2.305755188,0.021124315,0.158330386,AP009351.1,1296368,1298485,+,infB,NWMN_1178,translation initiation factor IF-2,,
BAF67451.1,1579.000135,-0.214514747,0.32700117,-0.656006053,0.51182023,0.830365636,AP009351.1,1298829,1299221,+,rbfA,NWMN_1179,ribosome-binding factor A,,
BAF67452.1,447.3274454,0.00262653,0.375208847,0.007000182,0.994414709,0.998319858,AP009351.1,1299390,1300307,+,truB,NWMN_1180,tRNA pseudouridine synthase B,,
BAF67453.1,890.9283924,0.033503305,0.330353415,0.101416555,0.919219795,0.978123157,AP009351.1,1300322,1301293,+,ribF,NWMN_1181,riboflavin biosynthesis protein ribF,,
BAF67454.1,1397.527144,-0.450494794,0.39032069,-1.154165806,0.248432198,0.630224551,AP009351.1,1301408,1301677,+,rpsO,NWMN_1182,30S ribosomal protein S15,,
BAF67455.1,6524.684845,-0.489396744,0.261034904,-1.874832583,0.060815759,0.300977081,AP009351.1,1302047,1304143,+,pnpA,NWMN_1183,polyribonucleotide nucleotidyltransferase,,
BAF67456.1,5864.182985,-0.086803315,0.175841879,-0.493644149,0.621557516,0.87999549,AP009351.1,1304379,1306052,+,NWMN_1184,NWMN_1184,RNA-metabolising metallo-beta-lactamase,,
BAF67457.1,2170.906677,-0.179329529,0.14044183,-1.276895412,0.201639174,0.567360304,AP009351.1,1306308,1308677,+,ftsK,NWMN_1185,DNA translocase FtsK%2FSpoIIIE family protein,,
BAF67458.1,254.7150251,0.250528679,0.242271352,1.034082972,0.301097376,0.680883538,AP009351.1,1308682,1309395,+,NWMN_1186,NWMN_1186,transcriptional regulator%2C GntR family protein,,
BAF67459.1,190.3080377,-0.24829784,0.226804973,-1.094763649,0.273620196,0.657899179,AP009351.1,1309426,1310691,+,NWMN_1187,NWMN_1187,conserved hypothetical protein,,
BAF67460.1,285.9842102,0.032555291,0.362811725,0.089730536,0.928501349,0.980359725,AP009351.1,1310691,1311977,+,NWMN_1188,NWMN_1188,peptidase M16 family protein,,
BAF67461.1,175.7679874,0.202645235,0.361708247,0.560244994,0.575312341,0.857836271,AP009351.1,1311977,1312681,+,NWMN_1189,NWMN_1189,conserved hypothetical protein,,
BAF67462.1,733.7423648,0.192397206,0.386876906,0.497308582,0.61897146,0.879282987,AP009351.1,1312786,1313613,+,NWMN_1190,NWMN_1190,conserved hypothetical protein,,
BAF67463.1,460.2570785,0.104480606,0.223360501,0.467766706,0.639951432,0.885426666,AP009351.1,1313632,1314024,+,NWMN_1191,NWMN_1191,transcriptional regulator Cro%2FCI family protein,,
BAF67464.1,874.3449022,-0.078783251,0.278827485,-0.282551956,0.777520314,0.938233426,AP009351.1,1314058,1314636,+,pgsA,NWMN_1192,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,,
BAF67465.1,163.7514697,0.084757994,0.436334974,0.194249828,0.845980269,0.956353244,AP009351.1,1314863,1316014,+,cinA,NWMN_1193,competence%2Fdamage-inducible protein,,
BAF67466.1,5559.276455,0.206120681,0.194588095,1.059266659,0.289478354,0.671413013,AP009351.1,1316179,1317222,+,recA,NWMN_1194,recombinase A,,
BAF67467.1,3299.009669,-0.011014253,0.216221185,-0.050939749,0.959373531,0.988533187,AP009351.1,1317576,1319135,+,NWMN_1195,NWMN_1195,conserved hypothetical protein,,
BAF67468.1,330.9461395,0.702053219,0.427398878,1.642618299,0.100461932,0.407207764,AP009351.1,1319432,1319647,-,NWMN_1196,NWMN_1196,conserved hypothetical protein,,
BAF67469.1,1830.289956,-0.472707719,0.211931372,-2.23047543,0.025715897,0.178012972,AP009351.1,1319821,1320618,+,NWMN_1197,NWMN_1197,conserved hypothetical protein,,
BAF67470.1,769.9676307,-0.402283742,0.425474893,-0.945493491,0.344406992,0.722032252,AP009351.1,1320758,1322518,+,porA,NWMN_1198,pyruvate flavodoxin ferredoxin oxidoreductase%2C alpha subunit,,
BAF67471.1,334.4503716,-0.292325799,0.150331794,-1.944537419,0.051830678,0.275823361,AP009351.1,1322519,1323385,+,porB,NWMN_1199,pyruvate ferredoxin oxidoreductase%2C beta subunit,,
BAF67472.1,9.398539164,0.082224602,0.502884908,0.163505807,0.870120202,NA,AP009351.1,1323479,1323772,+,NWMN_1200,NWMN_1200,conserved hypothetical protein,,
BAF67473.1,442.3445793,0.035354926,0.381067104,0.092778739,0.926079342,0.97973872,AP009351.1,1323906,1325450,+,miaB,NWMN_1201,tRNA-i%286%29A37 modification enzyme MiaB,,
BAF67474.1,209.1957336,-0.167412851,0.287965021,-0.581365232,0.560994325,0.851391777,AP009351.1,1325451,1325816,+,NWMN_1202,NWMN_1202,conserved hypothetical protein,,
BAF67475.1,463.8717892,-0.199831036,0.243193347,-0.821696146,0.411249853,0.772194783,AP009351.1,1325843,1326334,+,NWMN_1203,NWMN_1203,conserved hypothetical protein,,
BAF67476.1,179.4051686,0.137096079,0.25465181,0.538366796,0.590323845,0.865794121,AP009351.1,1326637,1329255,+,mutS,NWMN_1204,DNA mismatch repair protein MutS,,
BAF67477.1,158.1276792,-0.124462966,0.236503774,-0.526262071,0.598706133,0.869134309,AP009351.1,1329268,1331277,+,mutL,NWMN_1205,DNA mismatch repair protein MutL,,
BAF67478.1,124.1091464,-0.213320902,0.210562483,-1.013100242,0.311012283,0.691025221,AP009351.1,1331283,1331825,+,glpP,NWMN_1206,glycerol uptake operon antiterminator regulatory protein,,
BAF67479.1,1732.954985,2.090122767,0.395717046,5.281861839,1.28E-07,6.04E-06,AP009351.1,1332290,1333108,+,glpF,NWMN_1207,glycerol uptake facilitator protein,,
BAF67480.1,873.8846524,0.197051394,0.274459099,0.717962694,0.47278029,0.807635364,AP009351.1,1333237,1334733,+,glpK,NWMN_1208,glycerol kinase,,
BAF67481.1,166.9930553,-0.143974236,0.300455643,-0.479186329,0.631806079,0.883230049,AP009351.1,1334843,1336564,+,glpD,NWMN_1209,aerobic glycerol-3-phosphate dehydrogenase,,
BAF67482.1,56.43077335,-0.269284599,0.310500072,-0.867260985,0.385799028,0.752074126,AP009351.1,1336714,1337628,+,NWMN_1210,NWMN_1210,hydrolase,,
BAF67483.1,278.449637,-0.425790385,0.196310672,-2.168961981,0.03008557,0.19673284,AP009351.1,1337646,1338581,+,miaA,NWMN_1211,tRNA delta%282%29-isopentenylpyrophosphate transferase,,
BAF67484.1,64.32154787,-0.205827572,0.296926904,-0.693192733,0.488188608,0.817110929,AP009351.1,1338596,1338829,+,NWMN_1212,NWMN_1212,RNA chaperone%2C host factor-1 protein,,
BAF67485.1,1350.507145,0.191472891,0.429389552,0.445918839,0.655655873,0.892269976,AP009351.1,1339051,1339527,-,NWMN_1213,NWMN_1213,conserved hypothetical protein,,
BAF67486.1,321.0749858,-0.383783584,0.427122301,-0.898533238,0.368901333,0.742723173,AP009351.1,1339639,1340877,+,NWMN_1214,NWMN_1214,conserved hypothetical protein,,
BAF67487.1,718.5027264,-0.700332107,0.175756783,-3.98466617,6.76E-05,0.001748585,AP009351.1,1340896,1342134,+,NWMN_1215,NWMN_1215,conserved hypothetical protein,,
BAF67488.1,890.7961021,0.057375585,0.309529672,0.185363763,0.852943729,0.960020583,AP009351.1,1342377,1342745,+,glnR,NWMN_1216,glutamine synthetase repressor,,
BAF67489.1,3047.506231,-0.441304903,0.178312466,-2.474896526,0.013327478,0.115504812,AP009351.1,1342749,1344104,+,glnA,NWMN_1217,glutamine synthetase,,
BAF67490.1,1.277788077,0.569050057,0.954982147,0.595875073,0.551258686,NA,AP009351.1,1345630,1345707,+,NWMN_1218,NWMN_1218,conserved hypothetical protein,,
BAF67491.1,8.593034983,-0.480788811,0.496032452,-0.969268864,0.33241106,NA,AP009351.1,1346001,1346207,+,NWMN_1219,NWMN_1219,conserved hypothetical protein,,
BAF67492.1,18.8213844,0.367039522,0.440132382,0.833929827,0.404320528,0.76563027,AP009351.1,1347446,1347631,+,NWMN_1220,NWMN_1220,conserved hypothetical protein,,
BAF67493.1,1.672599244,0.258025055,0.907870579,0.284209072,0.776250163,NA,AP009351.1,1348283,1348375,+,NWMN_1221,NWMN_1221,conserved hypothetical protein,,
BAF67494.1,5.535962555,-1.435308907,0.640078007,-2.242396849,0.024935735,NA,AP009351.1,1348376,1348627,+,NWMN_1222,NWMN_1222,conserved hypothetical protein,,
BAF67495.1,9.888368341,0.664816895,0.517899337,1.283679757,0.19925403,NA,AP009351.1,1348673,1349257,+,NWMN_1223,NWMN_1223,conserved hypothetical protein,,
BAF67496.1,23.27912765,1.776185622,0.473643526,3.750047291,0.000176801,0.00390856,AP009351.1,1349378,1349626,+,NWMN_1224,NWMN_1224,conserved hypothetical protein,,
BAF67497.1,104.8539206,0.414361454,0.254430923,1.628581341,0.103401677,0.413061443,AP009351.1,1350731,1351021,+,NWMN_1225,NWMN_1225,conserved hypothetical protein,,
BAF67498.1,42.40917741,0.682058783,0.311437362,2.190035196,0.028521684,0.190167893,AP009351.1,1351276,1351617,+,NWMN_1226,NWMN_1226,conserved hypothetical protein,,
BAF67499.1,17.07167819,0.717290462,0.454049902,1.579761298,0.114161542,0.43084205,AP009351.1,1351624,1351815,+,NWMN_1227,NWMN_1227,conserved hypothetical protein,,
BAF67500.1,43.43052248,-0.41049113,0.285140221,-1.439611462,0.149977355,0.493212308,AP009351.1,1352364,1353419,-,NWMN_1228,NWMN_1228,aromatic amino acid beta-eliminating lyase,,
BAF67501.1,0.871605857,0.609460641,1.01422975,0.600909844,0.547900036,NA,AP009351.1,1353655,1353981,-,NWMN_1229,NWMN_1229,conserved hypothetical protein,,
BAF67502.1,555.7437636,0.131107681,0.194934662,0.672572435,0.501219343,0.823755422,AP009351.1,1353887,1355395,+,NWMN_1230,NWMN_1230,phospholipase,,
BAF67503.1,1.985553206,-0.353636673,0.867683329,-0.407564213,0.683593642,NA,AP009351.1,1355570,1356478,+,NWMN_1231,NWMN_1231,ABC transporter ATP-binding protein,,
BAF67504.1,3.366369158,0.520247049,0.747546715,0.695939181,0.486466919,NA,AP009351.1,1356447,1357178,+,NWMN_1232,NWMN_1232,ABC transporter%2C permease protein,,
BAF67505.1,64.28666067,0.240102352,0.365587031,0.656758394,0.511336281,0.830365636,AP009351.1,1357182,1358273,+,NWMN_1233,NWMN_1233,sensor histidine kinase,,
BAF67506.1,98.58021067,0.515139077,0.276584605,1.862500905,0.062532518,0.305852118,AP009351.1,1358270,1358872,+,NWMN_1234,NWMN_1234,two-component response regulator,,
BAF67507.1,122.4405896,-0.409798781,0.403213011,-1.016333229,0.30947073,0.689771923,AP009351.1,1358985,1359173,-,NWMN_1235,NWMN_1235,conserved hypothetical protein,,
BAF67508.1,310.7147612,-0.876157827,0.292961324,-2.990694525,0.002783438,0.034931181,AP009351.1,1359312,1359845,+,nuc,NWMN_1236,thermonuclease,,
BAF67509.1,403.5228184,0.053391233,0.286383071,0.186432922,0.852105277,0.959848078,AP009351.1,1359988,1360842,-,NWMN_1237,NWMN_1237,conserved hypothetical protein,,
BAF67510.1,390.6329544,0.802375377,0.363516412,2.207260391,0.027295873,0.183899239,AP009351.1,1361158,1361748,+,NWMN_1238,NWMN_1238,conserved hypothetical protein,,
BAF67511.1,95.0344239,1.220674357,0.281586438,4.334989874,1.46E-05,0.000463215,AP009351.1,1361802,1363196,-,thrA,NWMN_1239,aspartate kinase,,
BAF67512.1,223.8407239,1.334730685,0.403008833,3.311914222,0.0009266,0.014722637,AP009351.1,1363375,1364655,+,metL,NWMN_1240,homoserine dehydrogenase,,
BAF67513.1,129.6987576,0.762391496,0.297188334,2.565347993,0.010307237,0.096071231,AP009351.1,1364661,1365722,+,thrC,NWMN_1241,threonine synthase,,
BAF67514.1,113.9992658,0.723041183,0.409460506,1.765838641,0.077422924,0.346673008,AP009351.1,1365724,1366638,+,thrB,NWMN_1242,homoserine kinase,,
BAF67515.1,1676.255595,0.214303877,0.213557373,1.003495567,0.315621815,0.696058824,AP009351.1,1366696,1367499,+,NWMN_1243,NWMN_1243,haloacid dehalogenase-like hydrolase,,
BAF67516.1,184.3459584,0.412788441,0.400623018,1.030366261,0.302838105,0.682980159,AP009351.1,1367792,1368106,-,NWMN_1244,NWMN_1244,conserved hypothetical protein,,
BAF67517.1,2405.155332,0.136961466,0.297530448,0.460327565,0.645281119,0.887555008,AP009351.1,1368324,1369778,-,NWMN_1245,NWMN_1245,amino acid permease,,
BAF67518.1,10486.63691,1.291746266,0.316582737,4.080280173,4.50E-05,0.001198182,AP009351.1,1369976,1371499,+,katA,NWMN_1246,catalase,,
BAF67519.1,1932.327498,2.733085627,0.405305053,6.743280416,1.55E-11,1.24E-09,AP009351.1,1371590,1371739,+,rpmG,NWMN_1247,50S ribosomal protein L33,,
BAF67520.1,422.3525607,3.190664797,0.352950119,9.039987881,1.57E-19,2.58E-17,AP009351.1,1372193,1372462,+,rpsN,NWMN_1248,30S ribosomal protein S14,,
BAF67521.1,91.9559186,-0.684089121,0.294074423,-2.32624488,0.020005491,0.153112446,AP009351.1,1372619,1373596,+,NWMN_1249,NWMN_1249,guanosine monophosphate reductase,,
BAF67522.1,506.4797678,-0.22574091,0.204367657,-1.104582366,0.269340596,0.652808562,AP009351.1,1373771,1374634,+,NWMN_1250,NWMN_1250,conserved hypothetical protein,,
BAF67523.1,3944.221456,0.830242398,0.263295105,3.153276995,0.001614485,0.023270857,AP009351.1,1375014,1375637,-,lexA,NWMN_1251,DNA damage-inducible LexA repressor,,
BAF67524.1,56.70638323,0.321979817,0.334121716,0.963660251,0.335216289,0.71443229,AP009351.1,1375780,1376013,+,NWMN_1252,NWMN_1252,conserved hypothetical protein,,
BAF67525.1,136.0198565,0.522078824,0.4122722,1.266344963,0.205389606,0.571836267,AP009351.1,1376149,1376388,+,NWMN_1253,NWMN_1253,conserved hypothetical protein,,
BAF67526.1,7038.113255,0.246744068,0.188267165,1.310605959,0.189990925,0.55173759,AP009351.1,1376509,1378497,+,tkt,NWMN_1254,transketolase,,
BAF67527.1,2493.670483,-0.289356807,0.394590397,-0.733309297,0.463369806,0.802663125,AP009351.1,1378727,1379017,+,NWMN_1255,NWMN_1255,conserved hypothetical protein,,
BAF67528.1,640.4864983,0.058821665,0.417421616,0.140916673,0.887935771,0.970116559,AP009351.1,1379196,1379663,+,NWMN_1256,NWMN_1256,conserved hypothetical protein,,
BAF67529.1,56.20696592,0.436370202,0.318634286,1.369501718,0.170842498,0.524792615,AP009351.1,1379787,1380908,+,sbcD,NWMN_1257,exonuclease SbcD,,
BAF67530.1,208.7222614,-0.071376328,0.202425589,-0.352605262,0.724384392,0.924228574,AP009351.1,1380912,1383941,+,sbcC,NWMN_1258,exonuclease SbcC,,
BAF67531.1,271.2146912,0.073429215,0.35048994,0.209504488,0.834054432,0.950900693,AP009351.1,1383971,1384459,+,NWMN_1259,NWMN_1259,conserved hypothetical protein,,
BAF67532.1,1975.025117,-0.079969757,0.440131297,-0.181695229,0.85582191,0.961305948,AP009351.1,1384012,1384374,-,mskL,NWMN_1260,large conductance mechanosensitive channel protein,,
BAF67533.1,5137.802365,0.052332779,0.347233176,0.150713648,0.880201607,0.96940466,AP009351.1,1384578,1386224,+,NWMN_1261,NWMN_1261,glycine betaine transporter 1,,
BAF67534.1,2.020218577,-0.324649835,0.853071552,-0.380565774,0.703525482,NA,AP009351.1,1386636,1386827,+,NWMN_1262,NWMN_1262,conserved hypothetical protein,,
BAF67535.1,2458.214451,0.223775707,0.286992921,0.779725528,0.435552449,0.787962989,AP009351.1,1387116,1389821,+,NWMN_1263,NWMN_1263,aconitate hydratase,,
BAF67536.1,1158.083462,0.147833802,0.299900722,0.492942469,0.622053238,0.87999549,AP009351.1,1390001,1390468,+,NWMN_1264,NWMN_1264,4-hydroxybenzoyl-CoA thioesterase,,
BAF67537.1,327.3065754,-0.143735177,0.371844389,-0.38654658,0.699091912,0.913847835,AP009351.1,1390675,1390971,-,NWMN_1265,NWMN_1265,conserved hypothetical protein,,
BAF67538.1,1157.97171,-0.006804523,0.43268416,-0.015726305,0.987452741,0.995468706,AP009351.1,1391347,1391955,-,NWMN_1266,NWMN_1266,conserved hypothetical protein,,
BAF67539.1,1099.247829,-0.320441296,0.347482595,-0.922179416,0.356434998,0.735462282,AP009351.1,1392161,1394152,+,parE,NWMN_1267,DNA topoisomerase IV%2C B subunit,,
BAF67540.1,878.9652107,-0.30607186,0.360626645,-0.848722256,0.396035859,0.758301219,AP009351.1,1394152,1396554,+,parC,NWMN_1268,DNA topoisomerase IV%2C A subunit,,
BAF67541.1,3466.53234,-0.277652221,0.271174764,-1.023886649,0.305888817,0.686198931,AP009351.1,1396804,1398264,+,NWMN_1269,NWMN_1269,sodium:alanine symporter family protein,,
BAF67542.1,258.6968207,0.134251968,0.277295468,0.484147718,0.628281038,0.883208377,AP009351.1,1398764,1399615,+,NWMN_1270,NWMN_1270,transcription antiterminator,,
BAF67543.1,2085.66407,0.500321776,0.36444339,1.372838114,0.169802679,0.523626546,AP009351.1,1399750,1400958,+,NWMN_1271,NWMN_1271,conserved hypothetical protein,,
BAF67544.1,1601.431328,-0.047779577,0.221064701,-0.216133904,0.828883372,0.950615355,AP009351.1,1401439,1403961,+,fmtC,NWMN_1272,oxacillin resistance-related FmtC protein,,
BAF67545.1,326.1747029,-0.076857305,0.268532678,-0.286212111,0.774715668,0.937386983,AP009351.1,1404164,1404673,-,msrA,NWMN_1273,peptide methionine sulfoxide reductase I,,
BAF67546.1,1294.767853,-0.105774051,0.185490269,-0.570240431,0.568514637,0.855290293,AP009351.1,1404810,1405793,+,msrR,NWMN_1274,peptide methionine sulfoxide reductase regulator,,
BAF67547.1,238.6768009,0.298310189,0.419066077,0.711845234,0.476560619,0.810077422,AP009351.1,1405881,1406069,-,NWMN_1275,NWMN_1275,4-oxalocrotonate tautomerase,,
BAF67548.1,44.1402189,-0.060640174,0.400220911,-0.151516756,0.879568094,0.969094287,AP009351.1,1406214,1407476,+,NWMN_1276,NWMN_1276,ImpB%2FMucB%2FSamB family DNA-damage repair protein,,
BAF67549.1,428.7811855,0.335225345,0.24429406,1.372220615,0.16999477,0.523668696,AP009351.1,1407613,1408704,-,tyrA,NWMN_1277,prephenate dehydrogenase,,
BAF67550.1,347.5926393,0.097970947,0.248407353,0.394396325,0.693288456,0.911074615,AP009351.1,1408869,1409900,+,NWMN_1278,NWMN_1278,conserved hypothetical protein,,
BAF67551.1,41.80703967,0.086659901,0.358211542,0.241923811,0.808839199,0.945939729,AP009351.1,1410392,1411798,+,trpE,NWMN_1279,anthranilate synthase component I,,
BAF67552.1,17.45634313,0.813757887,0.417155123,1.950732094,0.051088923,0.274003872,AP009351.1,1411795,1412361,+,trpG,NWMN_1280,anthranilate synthase component II,,
BAF67553.1,14.21346025,0.601967796,0.420319209,1.432168176,0.152095697,0.495496413,AP009351.1,1412367,1413365,+,trpD,NWMN_1281,anthranilate phosphoribosyltransferase,,
BAF67554.1,4.804688465,0.774822593,0.608547342,1.273233058,0.202935353,NA,AP009351.1,1413367,1414149,+,trpC,NWMN_1282,indole-3-glycerol phosphate synthase,,
BAF67555.1,6.660988145,0.460081802,0.518684145,0.887017285,0.375069595,NA,AP009351.1,1414146,1414781,+,trpF,NWMN_1283,N-%285%27phosphoribosyl%29anthranilate isomerase,,
BAF67556.1,22.50918414,0.366037773,0.368321069,0.993800799,0.320319857,0.701965148,AP009351.1,1414774,1415988,+,trpB,NWMN_1284,tryptophan synthase%2C beta subunit,,
BAF67557.1,65.80074412,0.559558208,0.359997433,1.554339441,0.12010347,0.438309105,AP009351.1,1415981,1416709,+,trpA,NWMN_1285,tryptophan synthase alpha chain,,
