locus,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,significant,Column1,Column2,Column3,Column4,Column5
NWMN_1290,863.3614405,1166.988922,559.7339593,0.47963948,-1.059977681,0.04940075,0.146378403,no,,,,,
NWMN_1291,300.2099529,331.2802056,269.1397001,0.812423126,-0.299696788,0.418036712,0.609899458,no,,,,,
NWMN_1292,148.9969797,148.5480386,149.4459209,1.00604439,0.008693963,0.904933866,0.952312602,no,,,,,
NWMN_1293,214.1376277,248.459472,179.8157834,0.723722794,-0.466490884,0.289660597,0.482091172,no,,,,,
NWMN_1294,697.3399261,798.0318515,596.6480007,0.747649357,-0.419566281,0.750967267,0.864058771,no,,,,,
NWMN_1295,10239.62683,5823.964098,14655.28956,2.516377045,1.331348106,0.007464905,0.035209018,yes,"PepF; Peptidase family M3B Oligopeptidase F (PepF; Pz-peptidase B; EC 3.4.24.-) is mostly bacterial and includes oligoendopeptidase F from Lactococcus lactis. This enzyme hydrolyzes peptides containing between 7 and 17 amino acids with fairly broad specificity. The PepF gene is duplicated in L. lactis on the plasmid that bears it, while a shortened second copy is found in Bacillus subtilis. Most bacterial PepFs are cytoplasmic endopeptidases; however, the PepF Bacillus amyloliquefaciens oligopeptidase is a secreted protein and may facilitate the process of sporulation. Specifically, the yjbG gene encoding the homolog of the PepF1 and PepF2 oligoendopeptidases of Lactococcus lactis has been identified in Bacillus subtilis as an inhibitor of sporulation initiation when over expressed from a multicopy plasmid. Active site contains an HEXXH sequence motif, characteristic of a large class of zinc metallopeptidases. The two histidines coordinate the zinc ion while a downstream glutamate serves as the third zinc ligand. The glutamate residue of the HEXXH motif is believed to play an important role in the reaction mechanism, polarizing and orienting a zinc-coordinating water molecule.",,,,
NWMN_1296,251.98298,309.1347716,194.8311885,0.630246761,-0.666011296,0.184586838,0.359407904,no,,,,,
NWMN_1297,186.8188669,236.6316788,137.0060549,0.578984418,-0.788403572,0.047825732,0.143312657,no,,,,,
NWMN_1298,102.6539871,122.1346628,83.17331147,0.680996775,-0.554280129,0.1806665,0.353287208,no,,,,,
NWMN_1299,60.18417671,51.9362917,68.43206172,1.317615476,0.397929406,0.40120302,0.595988341,no,,,,,
NWMN_1300,70.32158339,57.09990856,83.54325822,1.46310669,0.549034975,0.318022764,0.512261212,no,,,,,
NWMN_1301,17.82213963,17.29223038,18.35204888,1.06128871,0.085817177,0.72209694,0.843845843,no,,,,,
NWMN_1302,13827.90186,21216.95722,6438.846496,0.303476433,-1.720343609,0.131235279,0.282702213,no,,,,,
NWMN_1303,5233.495687,6255.875218,4211.116157,0.673145805,-0.571009066,0.186916742,0.362733434,no,,,,,
NWMN_1304,953.0336404,1381.287877,524.7794038,0.379920372,-1.396231022,0.001382401,0.008919044,yes,"aspartate kinase; catalyzes the formation of 4-phospho-L-aspartate from L-aspartate and ATP, in Bacillus, lysine sensitive; regulated by response to starvation. ",,,,
NWMN_1305,2075.437783,3255.082754,895.7928111,0.275198168,-1.861457228,0.008837675,0.04016147,yes,aspartate semialdehyde dehydrogenase,,,,
NWMN_1306,2039.23221,3200.983438,877.480982,0.274128561,-1.867075449,0.016617984,0.064810137,no,dapA; catalyzes the formation of dihydrodipicolinate from L-aspartate 4-semialdehyde and pyruvate in lysine and diaminopimelate biosynthesis ,,,,
NWMN_1307,1520.28593,2374.612958,665.9589023,0.280449452,-1.834187332,0.002061588,0.012066811,yes,"dapB; catalyzes the reduction of 2,3-dihydrodipicolinate to 2,3,4,5-tetrahydrodipicolinate in lysine and diaminopimelate biosynthesis ",,,,
NWMN_1308,1252.604879,2021.853686,483.3560723,0.239065802,-2.064520327,2.58E-05,0.000300422,yes,dapD; tetrahydrodipicolinate acetyltransferase,,,,
NWMN_1309,966.9061857,1425.882511,507.9298608,0.356221398,-1.489153916,0.021899258,0.081441388,no,,,,,
NWMN_1310,1005.011004,1375.791596,634.2304112,0.460993084,-1.117182987,0.072687574,0.192629442,no,,,,,
NWMN_1311,3907.044478,3791.551683,4022.537273,1.060921124,0.0853174,0.995166379,1,no,,,,,
NWMN_1312,12.11408353,15.05081849,9.177348558,0.60975744,-0.713692638,0.596059053,0.751459104,no,,,,,
NWMN_1313,30865.4752,46741.58061,14989.36979,0.320685985,-1.640766792,0.210360893,0.391116645,no,,,,,
NWMN_1314,1602.481472,2288.6862,916.2767452,0.400350535,-1.32066436,0.289012262,0.4813187,no,,,,,
NWMN_1315,1990.455074,2010.783816,1970.126332,0.979780281,-0.029469839,0.863942969,0.930153679,no,,,,,
NWMN_1316,3549.148917,2852.267677,4246.030156,1.488650658,0.574005236,0.405334693,0.599739271,no,,,,,
NWMN_1317,9101.93747,8297.274582,9906.600358,1.193958361,0.255752523,0.688734895,0.820187722,no,,,,,
NWMN_1318,7.827635566,7.45376807,8.201503062,1.100316375,0.137918403,0.779120238,0.882631562,no,,,,,
NWMN_1319,15.62154833,7.941405475,23.30169118,2.934202421,1.552968401,0.016971699,0.065796808,no,,,,,
NWMN_1320,1902.011991,1069.350334,2734.673648,2.557322481,1.354634097,0.003065282,0.01700548,yes,branched-chain amino acid transporter protein,,,,
NWMN_1321,2724.553706,1029.234484,4419.872927,4.294330394,2.102433192,0.00015753,0.001470095,yes,hypothetical protein; NorD; Nitric oxide reductase activation protein [Inorganic ion transport and metabolism],,,,
NWMN_1322,1685.788876,746.6501334,2624.92762,3.515605907,1.813773356,0.00124111,0.008166555,yes,hypothetical protein; similar to nitric-oxide reductase ,,,,
NWMN_1323,1570.705888,2175.979033,965.4327435,0.443677411,-1.172416992,0.03096546,0.104809259,no,hypothetical protein,,,,
NWMN_1324,6194.863011,9022.776176,3366.949846,0.373161185,-1.422129167,0.007759385,0.036270614,yes,"similar to functionally unknown protein; This domain superfamily is found in a variety of structurally related metalloproteins, including the type I extradiol dioxygenases, glyoxalase I and a group of antibiotic resistance proteins. A bound metal ion is required for protein activities for the members of this superfamily. A variety of metal ions have been found in the catalytic centers of these proteins including Fe(II), Mn(II), Zn(II), Ni(II) and Mg(II). Type I extradiol dioxygenases catalyze the incorporation of both atoms of molecular oxygen into aromatic substrates, which results in the cleavage of aromatic rings. They are key enzymes in the degradation of aromatic compounds. Type I extradiol dioxygenases include class I and class II enzymes. Class I and II enzymes show sequence similarity; the two-domain class II enzymes evolved from a class I enzyme through gene duplication. Glyoxylase I catalyzes the glutathione-dependent inactivation of toxic methylglyoxal, requiring zinc or nickel ions for activity. The antibiotic resistance proteins in this family use a variety of mechanisms to block the function of antibiotics. Bleomycin resistance protein (BLMA) sequesters bleomycin's activity by directly binding to it. Whereas, three types of fosfomycin resistance proteins employ different mechanisms to render fosfomycin inactive by modifying the fosfomycin molecule. Although the proteins in this superfamily are functionally distinct, their structures are similar. The difference among the three dimensional structures of the three types of proteins in this superfamily is interesting from an evolutionary perspective. Both glyoxalase I and BLMA show domain swapping between subunits. However, there is no domain swapping for type 1 extradiol dioxygenases.",,,,
NWMN_1325,21211.43277,35482.11614,6940.749405,0.195612612,-2.353928707,0.00189541,0.01128179,yes,SucB; component of 2-oxoglutarate dehydrogenase complex; catalyzes the transfer of succinyl coenzyme A to form succinyl CoA as part of the conversion of 2-oxoglutarate to succinyl-CoA ,,,,
NWMN_1326,38988.52849,65993.52867,11983.5283,0.181586415,-2.461271818,1.31E-05,0.000162634,yes,SucA; E1 component of the oxoglutarate dehydrogenase complex which catalyzes the formation of succinyl-CoA from 2-oxoglutarate; SucA catalyzes the reaction of 2-oxoglutarate with dihydrolipoamide succinyltransferase-lipoate to form dihydrolipoamide succinyltransferase-succinyldihydrolipoate and carbon dioxide ,,,,
NWMN_1327,9891.33981,10711.39526,9071.284358,0.846881675,-0.239767683,0.58780225,0.745251785,no,,,,,
NWMN_1328,6146.634727,6615.986428,5677.283026,0.858115882,-0.22075561,0.529956588,0.703289266,no,,,,,
NWMN_1329,1998.060335,2537.561071,1458.5596,0.574787979,-0.798898205,0.135546434,0.289838652,no,,,,,
NWMN_1330,2836.280157,3411.433108,2261.127205,0.662808601,-0.593335771,0.148000433,0.30668131,no,,,,,
NWMN_1331,1152.659556,1416.935732,888.3833799,0.62697507,-0.673520015,0.103327723,0.239569955,no,,,,,
NWMN_1332,5385.684086,4030.868447,6740.499725,1.672220221,0.741764854,0.120644842,0.266479267,no,,,,,
NWMN_1333,8922.602969,6624.669052,11220.53689,1.693750555,0.760221419,0.145324604,0.303543718,no,,,,,
NWMN_1334,8684.413524,4919.011005,12449.81604,2.530959176,1.339684237,0.025432884,0.091273022,no,,,,,
NWMN_1335,15794.22732,9941.29107,21647.16356,2.177500227,1.122672869,0.078444058,0.202144303,no,,,,,
NWMN_1336,5963.600595,5423.276447,6503.924744,1.199261149,0.262145852,0.880705448,0.938461257,no,,,,,
NWMN_1337,6438.645749,6339.6006,6537.690898,1.031246495,0.044389216,0.825055644,0.909073767,no,,,,,
NWMN_1338,6416.281573,6275.67706,6556.886085,1.044809353,0.063239716,0.939746845,0.971592965,no,,,,,
NWMN_1339,3636.306199,2136.900377,5135.712022,2.403346491,1.265044657,0.011326445,0.048201956,yes,"hypothetical; This family of proteins has disulphide isomerase activity, EC:5.3.4.1. It has a similar fold to thioredoxin, with an alpha-beta-alpha-beta-alpha-beta-beta-alpha topology. It has a conserved CGC motif in the loop immediately downstream of the first beta strand. This motif is essential for activity.",,,,
NWMN_1340,10093.58385,4306.914535,15880.25317,3.687153075,1.882507312,0.001289976,0.008408177,yes,"hypothetical; This domain is found at the N terminus of NifU and NifU related proteins, and in the human Nfu protein. Both of these proteins are thought to be involved in the the assembly of iron-sulphur clusters.",,,,
NWMN_1341,3112.723702,1283.239605,4942.2078,3.851352297,1.945365097,0.000612457,0.004501963,yes,hypothetical; Nfu_N; Scaffold protein Nfu/NifU N terminal,,,,
NWMN_1342,519.6656309,502.7498596,536.5814023,1.067292993,0.093956279,0.641899119,0.786479384,no,,,,,
NWMN_1343,412.0900314,390.2586999,433.9213628,1.111881331,0.15300282,0.460663962,0.644042233,no,,,,,
NWMN_1344,1810.829317,767.4624159,2854.196218,3.719004551,1.894916514,0.000238922,0.002060403,yes,ebh2; cell wall associated fibronectin-binding protein,,,,
NWMN_1345,3622.922651,3164.442333,4081.402969,1.289770057,0.367113882,0.586143167,0.744213847,no,,,,,
NWMN_1346,1580.935336,746.5753324,2415.295339,3.235166277,1.693839864,0.003146151,0.01738032,yes,similar to membrane efflux protein ,,,,
NWMN_1347,3235.031379,1815.622896,4654.439862,2.563549883,1.358142971,0.026189756,0.09285459,no,,,,,
NWMN_1348,2469.772354,1587.59131,3351.953397,2.111345266,1.07816252,0.149561553,0.308692211,no,,,,,
NWMN_1349,2056.891367,1219.826529,2893.956204,2.372432584,1.246367091,0.08674533,0.212209356,no,,,,,
NWMN_1350,3151.311673,3458.358143,2844.265204,0.822432231,-0.282031289,0.577068153,0.737361137,no,,,,,
NWMN_1351,9136.33662,6810.841977,11461.83126,1.682880223,0.750932498,0.228685559,0.411823132,no,,,,,
NWMN_1352,461.4011655,507.6174513,415.1848796,0.817908995,-0.289987764,0.472313895,0.655048679,no,,,,,
NWMN_1353,404.8994214,581.8662796,227.9325632,0.39172671,-1.352080594,0.00571794,0.028404902,yes,hypothetical; CbiN; Cobalt transport protein component CbiN,,,,
NWMN_1354,1585.953682,2096.154478,1075.752886,0.513203057,-0.962398331,0.039676576,0.124867308,no,,,,,
NWMN_1355,69482.66463,87358.43559,51606.89367,0.590748831,-0.759383226,0.347858414,0.540268077,no,,,,,
NWMN_1356,10211.70535,12262.9538,8160.456911,0.665456059,-0.587584688,0.18999079,0.366918876,no,,,,,
NWMN_1357,7801.699633,9033.475516,6569.923749,0.727286385,-0.459404527,0.263542989,0.454246589,no,,,,,
NWMN_1358,2242.922643,2188.208102,2297.637184,1.050008535,0.070401055,0.942101781,0.971592965,no,,,,,
NWMN_1359,2.236190062,1.753774484,2.71860564,1.550145509,0.632403645,0.611960091,0.763655621,no,,,,,
NWMN_1360,4369.39733,5354.457119,3384.337542,0.632059883,-0.661866845,0.122034397,0.268640169,no,,,,,
NWMN_1361,25688.32349,22008.5882,29368.05877,1.334390853,0.416181304,0.568037194,0.733323741,no,,,,,
NWMN_1362,1201.554969,1160.612093,1242.497845,1.070553936,0.098357483,0.6449216,0.788359254,no,,,,,
NWMN_1363,2483.073163,2128.975289,2837.171037,1.332646298,0.414293921,0.420567339,0.611748107,no,,,,,
NWMN_1364,2596.563195,2218.235314,2974.891075,1.341107076,0.423424428,0.493710481,0.673465413,no,,,,,
NWMN_1365,9424.618179,10470.62477,8378.611586,0.800201685,-0.321564428,0.498805732,0.677784388,no,,,,,
NWMN_1366,5192.004157,3921.151169,6462.857144,1.648204026,0.72089484,0.143540265,0.300778439,no,,,,,
NWMN_1367,2109.927373,1728.05621,2491.798536,1.441966136,0.528037284,0.366865779,0.560924681,no,,,,,
NWMN_1368,1720.707667,1348.179795,2093.235539,1.552638266,0.63472175,0.309250893,0.502220375,no,,,,,
NWMN_1369,1925.096298,1603.47334,2246.719256,1.401157848,0.486619493,0.509632542,0.686074102,no,,,,,
NWMN_1370,777.2673198,865.6352413,688.8993983,0.795831045,-0.329465917,0.448438776,0.634418258,no,,,,,
NWMN_1371,28986.09092,44358.6188,13613.56305,0.306897812,-1.704169735,0.151899984,0.31194396,no,,,,,
NWMN_1372,604.4740454,517.9706729,690.9774179,1.334008765,0.415768146,0.306235493,0.49980846,no,,,,,
NWMN_1373,805.923688,634.0830689,977.764307,1.542012955,0.624814886,0.261806946,0.452448115,no,,,,,
NWMN_1374,3477.257293,3120.114289,3834.400296,1.228929437,0.297402081,0.657106059,0.797130052,no,,,,,
NWMN_1375,2656.534117,2340.929599,2972.138635,1.269640333,0.344419864,0.672124475,0.809710121,no,,,,,
NWMN_1376,1165.538892,1016.443053,1314.634732,1.293367816,0.371132617,0.634654683,0.781136452,no,,,,,
NWMN_1377,1521.914154,1476.895875,1566.932433,1.060963376,0.085374855,0.916302598,0.957675889,no,,,,,
NWMN_1378,5294.912595,8873.173294,1716.651896,0.193465386,-2.369852627,0.014578972,0.058697773,no,,,,,
NWMN_1379,4932.329185,4796.17316,5068.485211,1.056776943,0.079670895,0.858426269,0.927503863,no,,,,,
NWMN_1380,3553.482527,3889.655356,3217.309697,0.827145184,-0.273787514,0.411550139,0.604957182,no,,,,,
NWMN_1381,1763.071449,2076.578737,1449.564161,0.698054032,-0.518589383,0.269692175,0.46059193,no,,,,,
NWMN_1382,115169.1545,186581.9082,43756.40075,0.234515775,-2.092243126,0.099178045,0.233260334,no,,,,,
NWMN_1383,6440.832374,4870.308445,8011.356302,1.644938179,0.718033364,0.264893087,0.455762961,no,,,,,
NWMN_1384,11196.72601,9959.137306,12434.31471,1.248533315,0.320234317,0.682074845,0.815571972,no,,,,,
NWMN_1385,41892.48542,59032.96174,24752.0091,0.419291331,-1.253975093,0.035093262,0.113911419,no,,,,,
NWMN_1386,4199.467673,4886.758881,3512.176465,0.718712863,-0.476512589,0.591670009,0.74813372,no,,,,,
NWMN_1387,1418.965718,1785.983581,1051.947854,0.589001974,-0.763655626,0.201853465,0.381928389,no,,,,,
NWMN_1388,1872.856217,2627.186654,1118.525779,0.425750404,-1.231920196,0.010680093,0.045899809,yes,"pyridine nucleotide-disulfide oxidoreductase; Bthiol_YpdA; putative bacillithiol system oxidoreductase, YpdA family",,,,
NWMN_1389,29147.19969,36713.96321,21580.43618,0.587799145,-0.766604835,0.11240484,0.253268996,no,,,,,
NWMN_1390,3068.519532,2773.188576,3363.850487,1.212990171,0.278567861,0.797797163,0.89469699,no,,,,,
NWMN_1391,1105.695931,1072.560633,1138.831229,1.061787272,0.086494753,0.916207907,0.957675889,no,,,,,
NWMN_1392,2497.77866,1918.889271,3076.668048,1.603358826,0.681097332,0.086301425,0.212209356,no,,,,,
NWMN_1393,4079.116048,5580.758872,2577.473225,0.461849953,-1.114503872,0.333457643,0.527436332,no,,,,,
NWMN_1394,375.4848296,242.1263012,508.8433581,2.101561687,1.071461805,0.030737585,0.104172904,no,,,,,
NWMN_1395,167.0456519,78.63058036,255.4607234,3.248872414,1.699939089,0.000670707,0.004881779,yes,hypothetical protein,,,,
NWMN_1396,258.2021547,145.7539648,370.6503445,2.542986361,1.346523724,0.007647519,0.035855227,yes,hypothetical protein,,,,
NWMN_1397,470.9889469,395.3233893,546.6545045,1.382803344,0.467595997,0.291151004,0.483340263,no,,,,,
NWMN_1398,95.25597764,68.20541305,122.3065422,1.793208732,0.842543429,0.088950792,0.215610778,no,,,,,
NWMN_1399,5743.234007,4892.531116,6593.936897,1.34775574,0.430559054,0.496266088,0.675739077,no,,,,,
NWMN_1400,8310.688708,12936.68944,3684.687978,0.284824645,-1.811854111,0.005913583,0.029100175,yes,"DNA-binding response regulator SrrA; ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system, organism-specific biosystem ",,,,
NWMN_1401,2765.228387,3040.366864,2490.08991,0.819009686,-0.288047582,0.422187855,0.612535739,no,,,,,
NWMN_1402,2082.99405,2335.984076,1830.004023,0.783397473,-0.35218362,0.381079245,0.575916754,no,,,,,
NWMN_1403,2680.297118,3416.755587,1943.838649,0.568913579,-0.813718579,0.127192521,0.276041575,no,,,,,
NWMN_1404,414.8353593,488.2841715,341.3865471,0.699155465,-0.516314804,0.37902029,0.574133344,no,,,,,
NWMN_1405,3497.009646,2701.841562,4292.177731,1.588611927,0.66776674,0.125502138,0.273280905,no,,,,,
NWMN_1406,3396.456267,3783.210877,3009.701656,0.795541606,-0.329990711,0.94630306,0.974651122,no,,,,,
NWMN_1407,668.7826167,798.771709,538.7935244,0.674527551,-0.568050725,0.294416671,0.485982793,no,,,,,
NWMN_1408,3199.527959,4046.876193,2352.179726,0.581233429,-0.782810414,0.082525802,0.206165721,no,,,,,
NWMN_1409,996.5002308,905.4965265,1087.503935,1.201002879,0.264239609,0.628613401,0.77699471,no,,,,,
NWMN_1410,2629.532146,2431.954461,2827.109831,1.162484691,0.217211718,0.506857612,0.683747517,no,,,,,
NWMN_1411,3135.864978,2214.249658,4057.480297,1.832440295,0.873766193,0.07134644,0.190038989,no,,,,,
NWMN_1412,17748.54668,15732.76634,19764.32702,1.256252498,0.329126466,0.531724101,0.703982496,no,,,,,
NWMN_1413,5130.51864,3837.98867,6423.048609,1.673545485,0.742907762,0.12809432,0.277537693,no,,,,,
NWMN_1414,6386.104064,11463.51431,1308.693817,0.114161659,-3.130849884,6.49E-09,2.02E-07,yes,"MalA; alpha-D-1,4-glucosidase; The sucrose isomerases (SIs) Isomaltulose synthase (EC 5.4.99.11) and Trehalose synthase (EC 5.4.99.16) catalyze the isomerization of sucrose and maltose to produce isomaltulose and trehalulose, respectively. Oligo-1,6-glucosidase (EC 3.2.1.10) hydrolyzes the alpha-1,6-glucosidic linkage of isomaltooligosaccharides, pannose, and dextran. Unlike alpha-1,4-glucosidases (EC 3.2.1.20), it fails to hydrolyze the alpha-1,4-glucosidic bonds of maltosaccharides. Dextran glucosidase (DGase, EC 3.2.1.70) hydrolyzes alpha-1,6-glucosidic linkages at the non-reducing end of panose, isomaltooligosaccharides and dextran to produce alpha-glucose.The common reaction chemistry of the alpha-amylase family enzymes is based on a two-step acid catalytic mechanism that requires two critical carboxylates: one acting as a general acid/base (Glu) and the other as a nucleophile (Asp). Both hydrolysis and transglycosylation proceed via the nucleophilic substitution reaction between the anomeric carbon, C1 and a nucleophile. Both enzymes contain the three catalytic residues (Asp, Glu and Asp) common to the alpha-amylase family as well as two histidine residues which are predicted to be critical to binding the glucose residue adjacent to the scissile bond in the substrates. The Alpha-amylase family comprises the largest family of glycoside hydrolases (GH), with the majority of enzymes acting on starch, glycogen, and related oligo- and polysaccharides. These proteins catalyze the transformation of alpha-1,4 and alpha-1,6 glucosidic linkages with retention of the anomeric center. The protein is described as having 3 domains: A, B, C. A is a (beta/alpha) 8-barrel; B is a loop between the beta 3 strand and alpha 3 helix of A; C is the C-terminal extension characterized by a Greek key. The majority of the enzymes have an active site cleft found between domains A and B where a triad of catalytic residues performs catalysis. Other members of this family have lost the catalytic activity as in the case of the human 4F2hc, or only have 2 residues that serve as the catalytic nucleophile and the acid/base, such as Thermus A4 beta-galactosidase with 2 Glu residues (GH42) and human alpha-galactosidase with 2 Asp residues (GH31). The family members are quite extensive and include: alpha amylase, maltosyltransferase, cyclodextrin glycotransferase, maltogenic amylase, neopullulanase, isoamylase, 1,4-alpha-D-glucan maltotetrahydrolase, 4-alpha-glucotransferase, oligo-1,6-glucosidase, amylosucrase, sucrose phosphorylase, and amylomaltase.",,,,
NWMN_1415,2124.846911,3721.081893,528.6119301,0.142058666,-2.815441251,1.79E-06,2.71E-05,yes,MalR; maltose operon transcriptional repressor,,,,
NWMN_1416,3826.905687,3981.971558,3671.839817,0.922116033,-0.116979794,0.871394885,0.932746337,no,,,,,
NWMN_1417,23117.87006,32299.79528,13935.94484,0.431456135,-1.212714202,0.039129798,0.123635022,no,,,,,
NWMN_1418,2157.537515,2702.479133,1612.595898,0.596709843,-0.744898521,0.086616913,0.212209356,no,,,,,
NWMN_1419,2004.284588,2297.072322,1711.496855,0.745077479,-0.424537639,0.429056069,0.620090435,no,,,,,
NWMN_1420,1318.757738,1613.778527,1023.736949,0.634372643,-0.656597539,0.206752402,0.387067175,no,,,,,
NWMN_1421,4768.037556,4131.058609,5405.016502,1.308385335,0.387787494,0.537177642,0.708196356,no,,,,,
NWMN_1422,3667.146937,3143.372994,4190.92088,1.333255992,0.414953812,0.56640232,0.732677853,no,,,,,
NWMN_1423,3446.274537,3197.894204,3694.65487,1.155339931,0.208317392,0.793990861,0.893111545,no,,,,,
NWMN_1424,4468.156751,4012.282594,4924.030908,1.227239306,0.295416596,0.705166982,0.83075093,no,,,,,
NWMN_1425,4552.972329,3812.132928,5293.81173,1.388674485,0.473708461,0.493598771,0.673465413,no,,,,,
NWMN_1426,1005.129549,1119.369014,890.8900838,0.795885961,-0.329366367,0.56914925,0.733688698,no,,,,,
NWMN_1427,5583.879535,4074.500924,7093.258146,1.740890057,0.799825095,0.186503712,0.362330259,no,,,,,
NWMN_1428,5629.358417,4255.03425,7003.682583,1.645975607,0.718942956,0.270013471,0.460839451,no,,,,,
NWMN_1429,2826.880617,2764.063374,2889.69786,1.045452824,0.064127962,0.961961972,0.983029579,no,,,,,
NWMN_1430,2238.178157,2242.788343,2233.56797,0.995888879,-0.005943319,0.956562271,0.980376797,no,,,,,
NWMN_1431,7487.1755,8137.529386,6836.821614,0.840159376,-0.251265065,0.550404344,0.720183551,no,,,,,
NWMN_1432,3715.346922,4600.555251,2830.138592,0.615173264,-0.70093529,0.148533291,0.307411905,no,,,,,
NWMN_1433,13168.62627,19199.54724,7137.705308,0.371764252,-1.427540046,0.224969644,0.407659971,no,,,,,
NWMN_1434,7225.272361,5716.200347,8734.344374,1.527998293,0.611642932,0.279455832,0.469593627,no,,,,,
NWMN_1435,1905.033324,2021.9033,1788.163348,0.884396078,-0.177235468,0.965052503,0.984899123,no,,,,,
NWMN_1436,350.4059859,357.9723151,342.8396567,0.957726736,-0.062314019,0.827379395,0.909073767,no,,,,,
NWMN_1437,3070.112218,2722.157795,3418.066642,1.255646035,0.328429828,0.404925467,0.599502803,no,,,,,
NWMN_1438,5743.834152,8105.958922,3381.709382,0.417188073,-1.261230182,0.331723879,0.525329997,no,,,,,
NWMN_1439,11175.73748,17079.05502,5272.419934,0.308706771,-1.695690966,0.002064242,0.012066811,yes,GcvPB; glycine dehydrogenase subunit 2 glycine gleavage systgm,,,,
NWMN_1440,8483.658993,13081.41445,3885.903538,0.297055303,-1.751196549,0.027264866,0.095526675,no,GcvPA,,,,
NWMN_1441,6020.61745,9558.081076,2483.153823,0.259796271,-1.944547371,0.012253976,0.051149582,no,GcvT,,,,
NWMN_1442,2105.561436,2560.279904,1650.842967,0.644790034,-0.633098649,0.29420966,0.485982793,no,"similar to Shikimate kinase (SK) is the fifth enzyme in the shikimate pathway, a seven-step biosynthetic pathway which converts erythrose-4-phosphate to chorismic acid, found in bacteria, fungi and plants. Chorismic acid is a important intermediate in the synthesis of aromatic compounds, such as aromatic amino acids, p-aminobenzoic acid, folate and ubiquinone. Shikimate kinase catalyses the phosphorylation of the 3-hydroxyl group of shikimic acid using ATP.",,,,
NWMN_1443,32.53230323,25.67569941,39.38890705,1.534092857,0.61738581,0.285356918,0.476445769,no,,,,,
NWMN_1444,41.00126802,29.03566846,52.96686757,1.82420004,0.867263943,0.121290223,0.267595499,no,,,,,
NWMN_1445,19.25152645,13.15353562,25.34951728,1.927201782,0.946507632,0.112434763,0.253268996,no,,,,,
NWMN_1446,33.8491243,21.92218296,45.77606565,2.088116212,1.062202006,0.063028146,0.174199552,no,,,,,
NWMN_1447,53.08435561,41.85050473,64.31820649,1.536856172,0.619982156,0.243182053,0.429928758,no,,,,,
NWMN_1448,190.9836673,157.4604232,224.5069113,1.425798983,0.511770597,0.396024364,0.590645926,no,,,,,
NWMN_1449,3533.577883,4739.152021,2328.003745,0.49122791,-1.025535561,0.041563929,0.129203181,no,,,,,
NWMN_1450,1810.778334,2223.003052,1398.553616,0.629128068,-0.668574366,0.106165131,0.244125319,no,,,,,
NWMN_1451,4668.24299,5735.374732,3601.111249,0.627877239,-0.671445581,0.114133125,0.25628235,no,,,,,
NWMN_1452,2963.996023,3731.148,2196.844046,0.588785019,-0.764187131,0.093521623,0.22357914,no,,,,,
NWMN_1453,1088.891047,1452.980872,724.8012226,0.498837415,-1.003358416,0.0437769,0.13410204,no,,,,,
NWMN_1454,4910.443409,8593.976233,1226.910585,0.142764019,-2.808295676,0.073177741,0.193033384,no,,,,,
NWMN_1455,8861.780168,10172.38595,7551.174386,0.74232087,-0.429885165,0.298809062,0.491061684,no,,,,,
NWMN_1456,55870.94728,84450.48097,27291.41359,0.323164691,-1.629658517,0.073376355,0.193278646,no,,,,,
NWMN_1457,241.5955012,280.7982224,202.39278,0.720776572,-0.472375977,0.321104213,0.515067716,no,Zur,,,,
NWMN_1458,683.1979359,689.0080572,677.3878146,0.983134823,-0.024538819,0.81408656,0.903273113,no,AdcB (permease),,,,
NWMN_1459,709.094191,639.4693543,778.7190277,1.217758165,0.284227657,0.703614712,0.830142173,no,AdcC (ATPase),,,,
NWMN_1460,3739.010366,2669.929706,4808.091026,1.800830567,0.84866245,0.148588303,0.307411905,no,,,,,
NWMN_1461,6111.954328,4527.353769,7696.554887,1.700011813,0.765544771,0.223491957,0.406674432,no,,,,,
NWMN_1462,2996.704899,2434.695155,3558.714643,1.461667443,0.547615108,0.311280415,0.504888717,no,,,,,
NWMN_1463,1419.313189,987.0291019,1851.597276,1.87592977,0.907605818,0.124979311,0.272824511,no,,,,,
NWMN_1464,14315.55194,15642.66475,12988.43912,0.830321389,-0.268258233,0.654003784,0.795734011,no,,,,,
NWMN_1465,9281.789068,8349.431244,10214.14689,1.223334451,0.290818881,0.675659873,0.812308344,no,,,,,
NWMN_1466,1721.737762,1707.556933,1735.91859,1.016609494,0.023765609,0.83369796,0.913347501,no,,,,,
NWMN_1467,868.9284378,933.6609663,804.1959093,0.861336115,-0.215351772,0.576903008,0.737361137,no,,,,,
NWMN_1468,19505.9831,22786.5692,16225.397,0.712059672,-0.489929948,0.600162184,0.753953744,no,,,,,
NWMN_1469,2669.926718,2759.161137,2580.6923,0.935317718,-0.096471577,0.734932319,0.853122235,no,,,,,
NWMN_1470,4464.524478,4236.602536,4692.44642,1.107596566,0.147432486,0.965310163,0.984899123,no,,,,,
NWMN_1471,1367.846319,1311.643675,1424.048963,1.085698037,0.118622905,0.908830454,0.954851661,no,,,,,
NWMN_1472,769.6916074,704.167455,835.2157598,1.186103893,0.246230384,0.846663586,0.921037448,no,,,,,
