Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description
BAF67700.1,431.347522,-0.51657326,0.319640982,-1.616104597,0.1060717,2.95E-01,AP009351.1,1599947,1601284,-,NWMN_1428,NWMN_1428,exodeoxyribonuclease VII large subunit
BAF67701.1,132.7573583,-0.381838823,0.266309894,-1.433813883,0.151625382,3.64E-01,AP009351.1,1601301,1601690,-,nusB,NWMN_1429,transcription antitermination protein NusB
BAF67702.1,549.1094501,-0.532127278,0.281586841,-1.889744837,0.058792094,2.05E-01,AP009351.1,1601750,1602112,-,NWMN_1430,NWMN_1430,conserved hypothetical protein
BAF67703.1,1139.783206,-0.428734085,0.267898678,-1.600359092,0.109518945,3.00E-01,AP009351.1,1602127,1603482,-,accC,NWMN_1431,biotin carboxylase subunit of acetyl-CoA carboxylase
BAF67704.1,953.4049241,-0.416793266,0.180874632,-2.304321287,0.021204615,1.06E-01,AP009351.1,1603482,1603946,-,accB,NWMN_1432,acetyl-CoA carboxylase%2C biotin carboxyl carrier protein
BAF67705.1,8511.660892,0.762162324,0.394434641,1.932290536,0.053323656,1.95E-01,AP009351.1,1604420,1604977,-,efp,NWMN_1433,translation elongation factor EF-P
BAF67706.1,808.5150129,-0.665681545,0.285284573,-2.33339482,0.019627433,1.00E-01,AP009351.1,1605003,1606064,-,NWMN_1434,NWMN_1434,proline dipeptidase
BAF67707.1,209.3539174,-0.005064019,0.220734164,-0.022941711,0.981696769,9.91E-01,AP009351.1,1606169,1606750,+,NWMN_1435,NWMN_1435,conserved hypothetical protein
BAF67708.1,72.78732887,-0.091550593,0.270567648,-0.338364893,0.735088227,8.57E-01,AP009351.1,1606764,1606982,+,NWMN_1436,NWMN_1436,conserved hypothetical protein
BAF67709.1,1383.027293,0.280712096,0.280341362,1.001322435,0.31667095,5.47E-01,AP009351.1,1607046,1607876,-,NWMN_1437,NWMN_1437,biotin%2Flipoate A%2FB protein ligase
BAF67710.1,656.1608965,0.733528267,0.423578618,1.731740546,0.083319768,2.54E-01,AP009351.1,1608034,1608420,+,NWMN_1438,NWMN_1438,conserved hypothetical protein
BAF67711.1,600.3101872,-0.133173165,0.240602853,-0.553497862,0.579922544,7.58E-01,AP009351.1,1608785,1610257,-,gcvPB,NWMN_1439,glycine cleavage system P protein%2C subunit 2
BAF67712.1,316.0909988,-0.254818764,0.450030232,-0.566225879,0.57124024,7.52E-01,AP009351.1,1610250,1611605,-,gcvPA,NWMN_1440,glycine dehydrogenase %28decarboxylating%29 subunit 1
BAF67713.1,195.7519828,0.602714863,0.355113128,1.697247484,0.089649881,2.65E-01,AP009351.1,1611616,1612707,-,NWMN_1441,NWMN_1441,aminomethyltransferase
BAF67714.1,229.6069154,0.442508607,0.390885215,1.132067906,0.257605886,4.85E-01,AP009351.1,1612866,1613390,-,NWMN_1442,NWMN_1442,conserved hypothetical protein
BAF67715.1,5.911386849,-0.045885426,0.665308816,-0.068968613,0.945014603,NA,AP009351.1,1613623,1614120,-,NWMN_1443,NWMN_1443,conserved hypothetical protein
BAF67716.1,3.409454603,0.667658112,0.789192937,0.846001124,0.397552117,NA,AP009351.1,1614038,1614337,-,NWMN_1444,NWMN_1444,conserved hypothetical protein
BAF67717.1,1.827526437,-1.517589792,0.986040821,-1.539074,0.123786232,NA,AP009351.1,1614324,1614770,-,NWMN_1445,NWMN_1445,conserved hypothetical protein
BAF67718.1,4.162344957,0.441473387,0.680522015,0.648727561,0.516514487,NA,AP009351.1,1614748,1615059,-,NWMN_1446,NWMN_1446,competence protein ComGC homolog
BAF67719.1,6.222267222,0.315598242,0.599720794,0.526241953,0.598720108,NA,AP009351.1,1615073,1616143,-,NWMN_1447,NWMN_1447,competence protein ComGB homolog
BAF67720.1,14.38703457,0.563768643,0.531722615,1.06026832,0.289022547,5.19E-01,AP009351.1,1616115,1617089,-,NWMN_1448,NWMN_1448,competence protein ComGA homolog
BAF67721.1,528.2789605,-0.571931673,0.16095664,-3.553327619,0.00038039,4.44E-03,AP009351.1,1617141,1617764,-,NWMN_1449,NWMN_1449,metallo-beta-lactamase superfamily protein
BAF67722.1,156.4430823,-0.619315275,0.305334433,-2.028317832,0.04252782,1.69E-01,AP009351.1,1617761,1618090,-,NWMN_1450,NWMN_1450,conserved hypothetical protein
BAF67723.1,845.9773874,-0.948452651,0.404090555,-2.347128974,0.018918705,9.77E-02,AP009351.1,1618090,1619076,-,glk,NWMN_1451,glucokinase
BAF67724.1,443.9086956,-0.68011694,0.225986033,-3.009552985,0.002616324,2.27E-02,AP009351.1,1619257,1620720,-,NWMN_1452,NWMN_1452,peptidase%2C rhomboid family protein
BAF67725.1,99.57098492,-0.624160195,0.263627076,-2.367587595,0.017904481,9.38E-02,AP009351.1,1620732,1621325,-,NWMN_1453,NWMN_1453,5-formyltetrahydrofolate cyclo-ligase
BAF67726.1,767.4787675,0.727359867,0.372561373,1.952322274,0.050899955,1.90E-01,AP009351.1,1621480,1621629,-,rpmG,NWMN_1454,50S ribosomal protein L33
BAF67727.1,749.1900421,-0.551984408,0.261912353,-2.107515746,0.035072898,1.49E-01,AP009351.1,1621742,1623817,-,pbpC,NWMN_1455,penicillin-binding protein 3
BAF67728.1,13257.72783,0.447433173,0.375518991,1.191506112,0.233454959,4.60E-01,AP009351.1,1623938,1624537,-,sodA,NWMN_1456,superoxide dismutase Mn%2FFe family protein
BAF67729.1,171.5251199,-0.055253916,0.24033418,-0.229904526,0.818165959,9.02E-01,AP009351.1,1624813,1625223,-,NWMN_1457,NWMN_1457,zinc-specific metalloregulatory protein
BAF67730.1,485.489076,-0.083013653,0.235022521,-0.353215737,0.723926711,8.51E-01,AP009351.1,1625210,1626073,-,NWMN_1458,NWMN_1458,ABC transporter permease
BAF67731.1,296.3372746,-0.490006422,0.418334722,-1.171326204,0.241467683,4.68E-01,AP009351.1,1626115,1626900,-,NWMN_1459,NWMN_1459,ABC transporter ATP-binding protein
BAF67732.1,708.8984458,-0.695755774,0.27583117,-2.522397211,0.011655801,6.87E-02,AP009351.1,1627026,1627916,-,NWMN_1460,NWMN_1460,endonuclease IV
BAF67733.1,1188.227333,-0.622367053,0.420601362,-1.479707652,0.138951283,3.47E-01,AP009351.1,1627926,1629272,-,NWMN_1461,NWMN_1461,ATP-dependent RNA helicase DEAD%2FDEAH box family protein
BAF67734.1,388.2780328,-0.438391163,0.209193331,-2.095626859,0.036115305,1.52E-01,AP009351.1,1629386,1630486,-,NWMN_1462,NWMN_1462,conserved hypothetical protein
BAF67735.1,83.25239132,-0.211042744,0.3981531,-0.530054253,0.596074316,7.67E-01,AP009351.1,1630489,1631166,-,NWMN_1463,NWMN_1463,conserved hypothetical protein
BAF67736.1,2305.666321,-0.178688892,0.132597469,-1.347604093,0.177785753,3.98E-01,AP009351.1,1631297,1632403,-,sigA,NWMN_1464,RNA polymerase sigma factor
BAF67737.1,997.9028961,0.435198325,0.161059708,2.702093099,0.006890447,4.66E-02,AP009351.1,1632627,1634426,-,dnaG,NWMN_1465,DNA primase
BAF67738.1,271.2990933,-0.929013366,0.298451825,-3.112774953,0.001853373,1.73E-02,AP009351.1,1634487,1635305,-,NWMN_1466,NWMN_1466,conserved hypothetical protein
BAF67739.1,99.89790833,-0.7172901,0.334445101,-2.14471702,0.031975479,1.39E-01,AP009351.1,1635316,1635855,-,NWMN_1467,NWMN_1467,CBS domain pair protein
BAF67740.1,3829.918379,-0.194177121,0.2147101,-0.904368827,0.365799862,5.95E-01,AP009351.1,1636274,1637665,+,glyS,NWMN_1468,glycyl-tRNA synthetase
BAF67741.1,392.0346219,0.027240451,0.213816525,0.127401058,0.898622979,9.47E-01,AP009351.1,1637815,1638567,-,recO,NWMN_1469,DNA repair protein RecO
BAF67742.1,387.9301608,-0.910012933,0.407552548,-2.232872637,0.025557344,1.21E-01,AP009351.1,1638589,1639488,-,NWMN_1470,NWMN_1470,GTP-binding protein Era
BAF67743.1,123.5795681,-0.981805877,0.427745767,-2.295302379,0.021715801,1.08E-01,AP009351.1,1639489,1639893,-,NWMN_1471,NWMN_1471,cytidine deaminase%2C homotetrameric
BAF67744.1,86.24646772,-0.632368933,0.422119944,-1.498078786,0.134112782,3.40E-01,AP009351.1,1639904,1640248,-,NWMN_1472,NWMN_1472,diacylglycerol kinase
BAF67745.1,122.6620765,-0.947135572,0.406058527,-2.332509992,0.019673878,1.00E-01,AP009351.1,1640251,1640718,-,NWMN_1473,NWMN_1473,conserved hypothetical protein
BAF67746.1,293.0029702,-0.610190026,0.276125198,-2.209831018,0.027116892,1.25E-01,AP009351.1,1640719,1641666,-,phoH,NWMN_1474,phosphate starvation-induced protein%2C PhoH homolog
BAF67747.1,1779.491927,-1.077718736,0.456227451,-2.362240004,0.018164878,9.47E-02,AP009351.1,1641970,1642668,-,NWMN_1475,NWMN_1475,conserved hypothetical protein
BAF67748.1,3357.081452,-1.015262825,0.315222593,-3.220780638,0.00127842,1.27E-02,AP009351.1,1642685,1643674,-,NWMN_1476,NWMN_1476,conserved hypothetical protein
BAF67749.1,3356.965802,-0.526641697,0.169720186,-3.102999764,0.001915698,1.78E-02,AP009351.1,1643692,1644399,-,NWMN_1477,NWMN_1477,conserved hypothetical protein
BAF67750.1,2578.872156,0.452294307,0.435334926,1.038957088,0.298824694,5.29E-01,AP009351.1,1644619,1644795,-,rpsU,NWMN_1478,30S ribosomal protein S21
BAF67751.1,1221.247911,-0.456705291,0.363979158,-1.254756711,0.209567092,4.33E-01,AP009351.1,1645088,1646434,-,NWMN_1479,NWMN_1479,conserved hypothetical protein
BAF67752.1,356.3475929,0.149392321,0.309372046,0.48288888,0.629174638,7.89E-01,AP009351.1,1646441,1647193,-,NWMN_1480,NWMN_1480,conserved hypothetical protein
BAF67753.1,668.5728093,-0.317343525,0.196098668,-1.618284957,0.105601201,2.94E-01,AP009351.1,1647195,1648133,-,NWMN_1481,NWMN_1481,ribosomal protein L11 methylase
BAF67754.1,609.7860449,-0.468271909,0.411229273,-1.138712489,0.254823092,4.82E-01,AP009351.1,1648137,1649276,-,dnaJ,NWMN_1482,chaperone protein DnaJ
BAF67755.1,5612.765139,-1.076101556,0.297357558,-3.618880791,0.00029588,3.62E-03,AP009351.1,1649412,1651244,-,dnaK,NWMN_1483,chaperone protein DnaK
BAF67756.1,567.9694519,-0.41174862,0.356221328,-1.155878628,0.247730806,4.75E-01,AP009351.1,1651313,1651939,-,grpE,NWMN_1484,Hsp-70 cofactor GrpE protein
BAF67757.1,825.0071661,0.20818962,0.244091276,0.852917089,0.393705284,6.17E-01,AP009351.1,1651971,1652948,-,hrcA,NWMN_1485,heat-inducible transcription repressor
BAF67758.1,126.5369348,-0.43637608,0.273058909,-1.598102336,0.110020204,3.00E-01,AP009351.1,1653049,1654173,-,hemN,NWMN_1486,oxygen-independent coproporphyrinogen III oxidase
BAF67759.1,1611.23882,-0.713042998,0.309030619,-2.30735388,0.0210351,1.06E-01,AP009351.1,1654736,1656559,-,NWMN_1487,NWMN_1487,GTP-binding protein LepA
BAF67760.1,2046.807127,0.313189151,0.372141701,0.841585747,0.40001987,6.23E-01,AP009351.1,1656905,1657156,+,rpsT,NWMN_1488,30S ribosomal protein S20
BAF67761.1,344.3031481,0.457937324,0.181851469,2.518194259,0.011795824,6.92E-02,AP009351.1,1657201,1658175,-,holA,NWMN_1489,DNA polymerase III%2C delta subunit
BAF67762.1,172.4744443,-0.269404166,0.250968403,-1.073458504,0.283065447,5.13E-01,AP009351.1,1658232,1660433,-,comEC,NWMN_1490,DNA internalization-related competence protein ComEC%2FRec2
BAF67763.1,137.3416846,0.460029516,0.277059676,1.660398664,0.096834279,2.78E-01,AP009351.1,1660438,1660899,-,comEB,NWMN_1491,competence protein ComEB required for DNA binding and uptake
BAF67764.1,50.65887793,-0.148602482,0.406256641,-0.365784745,0.714525704,8.46E-01,AP009351.1,1660991,1661668,-,comEA,NWMN_1492,competence protein ComEA
BAF67765.1,1262.553416,0.039933979,0.216670258,0.184307616,0.85377214,9.24E-01,AP009351.1,1661717,1662433,-,NWMN_1493,NWMN_1493,conserved hypothetical protein
BAF67766.1,1127.447908,-0.277756734,0.248541807,-1.11754532,0.263761233,4.92E-01,AP009351.1,1662436,1662789,-,NWMN_1494,NWMN_1494,conserved hypothetical protein
BAF67767.1,549.5299444,-0.357440646,0.304835082,-1.17257057,0.240968057,4.68E-01,AP009351.1,1662790,1663374,-,NWMN_1495,NWMN_1495,conserved hypothetical protein
BAF67768.1,194.2484665,-0.522488916,0.385547459,-1.355187031,0.175357976,3.96E-01,AP009351.1,1663364,1663933,-,NWMN_1496,NWMN_1496,nicotinate %28nicotinamide%29 nucleotide adenylyltransferase
BAF67769.1,77.66131294,-0.682295761,0.457814365,-1.490332793,0.136136754,3.43E-01,AP009351.1,1663936,1664226,-,NWMN_1497,NWMN_1497,conserved hypothetical protein
BAF67770.1,135.4827544,-0.430634242,0.277525982,-1.551689821,0.120736459,3.18E-01,AP009351.1,1664230,1665036,-,aroE,NWMN_1498,shikimate 5-dehydrogenase
BAF67771.1,249.8992867,-0.651993954,0.34911972,-1.867536883,0.061826651,2.11E-01,AP009351.1,1665050,1666150,-,NWMN_1499,NWMN_1499,conserved hypothetical protein
BAF67772.1,152.2880495,-0.557559237,0.402986645,-1.383567531,0.166490916,3.83E-01,AP009351.1,1666151,1666678,-,NWMN_1500,NWMN_1500,hydrolase%2C HAD-superfamily%2C subfamily IIIA
BAF67773.1,173.4562513,-0.091799993,0.239508707,-0.383284574,0.701508776,8.38E-01,AP009351.1,1666698,1667384,-,pfs,NWMN_1501,5%27-methylthioadenosine%2FS-adenosylhomocysteine nucleosidase
BAF67774.1,17.69240495,0.633576198,0.544732032,1.163097011,0.244790145,4.72E-01,AP009351.1,1667698,1667967,+,NWMN_1502,NWMN_1502,conserved hypothetical protein
BAF67775.1,10.93462731,0.978095643,0.531903513,1.838859153,0.065935905,2.21E-01,AP009351.1,1668169,1668873,-,NWMN_1503,NWMN_1503,enterotoxin family protein
BAF67776.1,191.0514067,0.288958934,0.231731306,1.246956829,0.212413328,4.37E-01,AP009351.1,1669335,1670555,-,NWMN_1504,NWMN_1504,conserved hypothetical protein
BAF67777.1,50.13873462,0.226059504,0.270613857,0.835358199,0.403516058,6.26E-01,AP009351.1,1670844,1672073,-,NWMN_1505,NWMN_1505,conserved hypothetical protein
BAF67778.1,25.87408151,-0.368920758,0.420465697,-0.877409882,0.380264047,6.06E-01,AP009351.1,1672086,1672838,-,NWMN_1506,NWMN_1506,LamB%2FYcsF family protein
BAF67779.1,23.4592623,-0.442080338,0.436507749,-1.012766301,0.3111718,5.42E-01,AP009351.1,1672838,1674199,-,accC,NWMN_1507,acetyl-CoA biotin carboxylase
BAF67780.1,3.399496926,-0.203142233,0.80022676,-0.253855836,0.799606935,NA,AP009351.1,1674213,1674662,-,accB,NWMN_1508,acetyl-CoA carboxylase%2C biotin carboxyl carrier protein
BAF67781.1,13.39415898,-0.275671536,0.439457112,-0.627300203,0.53046247,7.26E-01,AP009351.1,1674664,1675674,-,NWMN_1509,NWMN_1509,urea amidolyase-related protein
BAF67782.1,19.70506528,-0.654966961,0.400704216,-1.634539729,0.102145571,2.88E-01,AP009351.1,1675664,1676398,-,NWMN_1510,NWMN_1510,conserved hypothetical protein
BAF67783.1,1588.025809,-0.493081793,0.209040556,-2.358785305,0.01833486,9.52E-02,AP009351.1,1676724,1677200,-,greA,NWMN_1511,transcription elongation factor
BAF67784.1,1626.191361,-0.513110262,0.244446876,-2.099066552,0.035811034,1.51E-01,AP009351.1,1677228,1677851,-,udk,NWMN_1512,uridine kinase
BAF67785.1,732.209566,-0.794107869,0.440528229,-1.802626521,0.071446889,2.32E-01,AP009351.1,1677851,1679119,-,NWMN_1513,NWMN_1513,peptidase U32 family protein
BAF67786.1,342.6975595,-0.363348992,0.466037456,-0.779656199,0.435593267,6.51E-01,AP009351.1,1679131,1680054,-,NWMN_1514,NWMN_1514,peptidase U32 family protein
BAF67787.1,136.7234034,0.238364029,0.326160486,0.730818228,0.464890188,6.74E-01,AP009351.1,1680057,1680695,-,NWMN_1515,NWMN_1515,O-methyltransferase family protein
BAF67788.1,1215.163291,-0.091786184,0.206325724,-0.444860595,0.656420501,8.10E-01,AP009351.1,1680980,1681288,-,NWMN_1516,NWMN_1516,conserved hypothetical protein
BAF67789.1,1792.058511,-0.139844166,0.18871225,-0.741044449,0.45866649,6.70E-01,AP009351.1,1681303,1681731,-,NWMN_1517,NWMN_1517,conserved hypothetical protein
BAF67790.1,1081.618588,-0.14562859,0.270602304,-0.538164634,0.590463394,7.64E-01,AP009351.1,1681735,1681995,-,NWMN_1518,NWMN_1518,conserved hypothetical protein
BAF67791.1,1159.119613,-0.942117994,0.365160795,-2.580008606,0.009879785,6.12E-02,AP009351.1,1682058,1684688,-,alaS,NWMN_1519,alanyl-tRNA synthetase
BAF67792.1,658.2302291,-0.309328859,0.261933622,-1.180943692,0.237625093,4.64E-01,AP009351.1,1685031,1687508,-,NWMN_1520,NWMN_1520,helicase RecD%2FTraA family protein
BAF67793.1,98.42652079,0.225469319,0.234776477,0.960357365,0.336875388,5.66E-01,AP009351.1,1687510,1688178,-,NWMN_1521,NWMN_1521,conserved hypothetical protein
BAF67794.1,29.94685841,0.465890862,0.36189988,1.28734738,0.197973236,4.21E-01,AP009351.1,1688370,1688561,-,NWMN_1522,NWMN_1522,hypothetical protein
BAF67795.1,2407.351966,-0.549979997,0.181867054,-3.024077128,0.002493928,2.20E-02,AP009351.1,1688640,1689758,-,trmU,NWMN_1523,tRNA %285-methylaminomethyl-2-thiouridylate%29-methyltransferase
BAF67796.1,1028.402785,-0.098638239,0.341801775,-0.288583168,0.772900378,8.79E-01,AP009351.1,1689759,1690901,-,NWMN_1524,NWMN_1524,aminotransferase%2C class V
BAF67797.1,474.4460187,0.055948981,0.244464811,0.228863126,0.818975301,9.03E-01,AP009351.1,1691213,1692226,+,NWMN_1525,NWMN_1525,bacterial luciferase family protein
BAF67798.1,2288.419702,-0.065473023,0.256854515,-0.254903142,0.79879791,8.91E-01,AP009351.1,1692463,1692609,-,NWMN_1526,NWMN_1526,hypothetical protein
BAF67799.1,4651.350292,0.030563879,0.272413189,0.112196768,0.910667392,9.51E-01,AP009351.1,1692649,1692831,-,NWMN_1527,NWMN_1527,conserved hypothetical protein
BAF67800.1,2182.571335,0.536756287,0.362438543,1.480958073,0.138617746,3.47E-01,AP009351.1,1692931,1693353,-,NWMN_1528,NWMN_1528,conserved hypothetical protein
BAF67801.1,989.7697626,-0.365968301,0.228321324,-1.602865182,0.108964422,2.99E-01,AP009351.1,1693438,1694712,+,NWMN_1529,NWMN_1529,ATPase AAA family protein
BAF67802.1,1510.009212,-0.134736054,0.182605491,-0.737853244,0.460603634,6.71E-01,AP009351.1,1694873,1695646,-,NWMN_1530,NWMN_1530,HesA%2FMoeB%28molybdopterin biosynthesis%29%2FThiF family protein
BAF67803.1,9033.697337,0.074894009,0.392286164,0.190916774,0.848590798,9.22E-01,AP009351.1,1695860,1695961,-,NWMN_1531,NWMN_1531,conserved hypothetical protein
BAF67804.1,1283.884153,-0.892443893,0.205133799,-4.35054533,1.36E-05,2.56E-04,AP009351.1,1696107,1697873,-,aspS,NWMN_1532,aspartyl-tRNA synthetase
BAF67805.1,492.3122235,-0.722313374,0.483759855,-1.493123844,0.135404772,3.42E-01,AP009351.1,1697889,1699151,-,hisS,NWMN_1533,histidyl-tRNA synthetase
BAF67806.1,1209.253033,0.214214738,0.168654912,1.270136371,0.204036058,4.28E-01,AP009351.1,1699612,1700487,-,NWMN_1534,NWMN_1534,N-acetylmuramoyl-L-alanine amidase%2C family 3
BAF67807.1,503.6579874,-0.785718958,0.236627067,-3.320494853,0.00089858,9.41E-03,AP009351.1,1700484,1700936,-,NWMN_1535,NWMN_1535,D-tyrosyl-tRNA deacylase
BAF67808.1,1394.775145,-0.628496166,0.34113087,-1.842390184,0.065418097,2.20E-01,AP009351.1,1700948,1703158,-,relA,NWMN_1536,GTP pyrophosphokinase
BAF67809.1,350.0811738,-0.376054571,0.208707372,-1.801826966,0.071572634,2.32E-01,AP009351.1,1703565,1704083,-,apt,NWMN_1537,adenine phosphoribosyltransferase
BAF67810.1,394.4412943,-0.398868146,0.331057253,-1.204831319,0.228268427,4.54E-01,AP009351.1,1704105,1706378,-,recJ,NWMN_1538,single-stranded-DNA-specific exonuclease RecJ
BAF67811.1,2781.364303,-1.125779629,0.348394021,-3.231340268,0.001232112,1.23E-02,AP009351.1,1706581,1708860,-,secDF,NWMN_1539,preprotein translocase component SecDF
BAF67812.1,463.8267254,0.320922396,0.354570825,0.905100965,0.365411901,5.95E-01,AP009351.1,1709135,1709395,-,NWMN_1540,NWMN_1540,preprotein translocase%2C YajC subunit
BAF67813.1,6469.110112,-0.541764799,0.238104513,-2.275323527,0.022886529,1.12E-01,AP009351.1,1709414,1710553,-,tgt,NWMN_1541,queuine tRNA-ribosyltransferase
BAF67814.1,696.1272134,-0.53312091,0.520463725,-1.024319053,0.305684602,5.35E-01,AP009351.1,1710576,1711601,-,queA,NWMN_1542,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BAF67815.1,1031.191244,-0.446622336,0.415949461,-1.073741829,0.282938408,5.13E-01,AP009351.1,1711603,1712607,-,ruvB,NWMN_1543,Holliday junction DNA helicase RuvB
BAF67816.1,501.1280141,-0.52130789,0.453429857,-1.14969908,0.250267833,4.77E-01,AP009351.1,1712639,1713241,-,ruvA,NWMN_1544,Holliday junction DNA helicase RuvA
BAF67817.1,385.077287,-0.488272656,0.385988391,-1.264993112,0.205873797,4.30E-01,AP009351.1,1713255,1713713,-,NWMN_1545,NWMN_1545,ACT domain protein pheB
BAF67818.1,2058.66768,-0.387481902,0.352031336,-1.10070287,0.271025997,5.00E-01,AP009351.1,1713723,1715015,-,obg,NWMN_1546,Spo0B-associated GTP-binding protein
BAF67819.1,7786.600281,0.00095001,0.296565338,0.003203377,0.99744408,9.99E-01,AP009351.1,1715370,1715654,-,rpmA,NWMN_1547,50S ribosomal protein L27
BAF67820.1,6551.643196,0.269910429,0.32931262,0.81961763,0.41243412,6.34E-01,AP009351.1,1715666,1715986,-,NWMN_1548,NWMN_1548,conserved hypothetical protein
BAF67821.1,13192.30716,0.10007135,0.279520082,0.358011307,0.720334852,8.48E-01,AP009351.1,1715992,1716300,-,rplU,NWMN_1549,50S ribosomal protein L21
BAF67822.1,151.9330261,-0.558729863,0.332532375,-1.680226965,0.092913165,2.71E-01,AP009351.1,1716467,1716997,-,mreD,NWMN_1550,rod shape-determining protein MreD
BAF67823.1,526.1846322,-0.522347476,0.420847905,-1.241178747,0.214539724,4.39E-01,AP009351.1,1716997,1717839,-,mreC,NWMN_1551,cell shape determinant mreC
BAF67824.1,242.7746698,0.479222041,0.197330628,2.428523371,0.015160448,8.30E-02,AP009351.1,1718232,1718705,-,NWMN_1552,NWMN_1552,conserved hypothetical protein
BAF67825.1,14.94152034,0.597708134,0.51436734,1.162025828,0.245224974,4.72E-01,AP009351.1,1718934,1719062,+,NWMN_1553,NWMN_1553,conserved hypothetical protein
BAF67826.1,105.0872688,0.889523594,0.466333673,1.907483086,0.056458059,2.00E-01,AP009351.1,1719179,1719463,-,NWMN_1554,NWMN_1554,conserved hypothetical protein
BAF67827.1,64.99269742,-0.612170953,0.277667717,-2.204688971,0.027475928,1.26E-01,AP009351.1,1719531,1720217,-,radC,NWMN_1555,DNA repair protein RadC
BAF67828.1,42.54141077,-0.144920751,0.314934344,-0.460161789,0.645400095,8.01E-01,AP009351.1,1720214,1720921,-,NWMN_1556,NWMN_1556,type III leader peptidase family protein
BAF67829.1,1151.720344,-0.875202411,0.236844339,-3.69526421,0.000219658,2.84E-03,AP009351.1,1721191,1722462,-,folC,NWMN_1557,folylpolyglutamate synthase
BAF67830.1,2507.404256,-0.953963835,0.33259249,-2.868266316,0.00412728,3.20E-02,AP009351.1,1722475,1725105,-,valS,NWMN_1558,valyl-tRNA synthetase
BAF67831.1,548.7515086,0.654905719,0.344947333,1.89856728,0.057621394,2.03E-01,AP009351.1,1725508,1726068,+,NWMN_1559,NWMN_1559,DNA-3-methyladenine glycosidase
BAF67832.1,1691.518726,-0.272232312,0.280826019,-0.969398466,0.332346417,5.62E-01,AP009351.1,1726291,1727358,-,abrB,NWMN_1560,ammonia monooxygenase
BAF67833.1,2149.251236,-0.261917797,0.257702581,-1.016356903,0.30945946,5.40E-01,AP009351.1,1727560,1728846,-,hemL,NWMN_1561,glutamate-1-semialdehyde-2%2C1-aminomutase
BAF67834.1,869.3543368,-0.680047085,0.178909,-3.801078125,0.000144068,1.97E-03,AP009351.1,1728894,1729868,-,hemB,NWMN_1562,delta-aminolevulinic acid dehydratase
BAF67835.1,146.2276799,-0.903700747,0.487534411,-1.853614282,0.063794363,2.16E-01,AP009351.1,1729871,1730539,-,hemD,NWMN_1563,uroporphyrinogen III synthase
BAF67836.1,889.7433755,-0.831206485,0.187814367,-4.425681051,9.61E-06,1.88E-04,AP009351.1,1730561,1731487,-,hemC,NWMN_1564,porphobilinogen deaminase
BAF67837.1,190.450357,-0.822684769,0.326637836,-2.51864505,0.011780735,6.92E-02,AP009351.1,1731529,1732344,-,hemX,NWMN_1565,HemA concentration negative effector HemX
BAF67838.1,3180.276812,-1.244408377,0.422970284,-2.942070454,0.003260257,2.68E-02,AP009351.1,1732366,1733712,-,hemA,NWMN_1566,glutamyl-tRNA reductase
BAF67839.1,156.6771917,-0.180360699,0.290928489,-0.619948563,0.535291652,7.29E-01,AP009351.1,1733929,1734519,-,NWMN_1567,NWMN_1567,conserved hypothetical protein
BAF67840.1,4891.211105,-0.164728841,0.139307545,-1.182483265,0.237014002,4.64E-01,AP009351.1,1734673,1735935,-,clpX,NWMN_1568,ATP-dependent Clp protease%2C ATP-binding subunit ClpX
BAF67841.1,4445.266803,-0.749923925,0.281651331,-2.662596769,0.007754027,5.09E-02,AP009351.1,1736086,1737387,-,tig,NWMN_1569,trigger factor%2C prolyl isomerase
BAF67842.1,84.87311666,0.034504192,0.317243219,0.108762585,0.913390801,9.53E-01,AP009351.1,1737550,1738479,-,NWMN_1570,NWMN_1570,conserved hypothetical protein
BAF67843.1,161.4428395,-0.021107895,0.398630214,-0.052951066,0.957770897,9.76E-01,AP009351.1,1738498,1739106,-,NWMN_1571,NWMN_1571,MutT%2Fnudix family protein
BAF67844.1,1476.067213,0.047335384,0.153920096,0.307532191,0.758438325,8.72E-01,AP009351.1,1739248,1739604,-,rplT,NWMN_1572,50S ribosomal protein L20
BAF67845.1,8028.326432,-0.428861676,0.186257346,-2.302522208,0.021305741,1.07E-01,AP009351.1,1739651,1739851,-,rpmI,NWMN_1573,50S ribosomal protein L35
BAF67846.1,5281.372387,-0.303246286,0.336705051,-0.90062886,0.367785685,5.96E-01,AP009351.1,1739880,1740407,-,infC,NWMN_1574,translation initiation factor IF-3
BAF67847.1,605.4436126,-0.240624571,0.256639162,-0.937598803,0.348450627,5.78E-01,AP009351.1,1740636,1742129,-,lysP,NWMN_1575,lysine-specific permease
BAF67848.1,2366.108448,-0.867624288,0.337835998,-2.568181878,0.01022335,6.26E-02,AP009351.1,1742555,1744492,-,thrS,NWMN_1576,threonyl-tRNA synthetase
BAF67849.1,580.7553457,-0.291277924,0.200652624,-1.4516527,0.146598197,3.58E-01,AP009351.1,1744905,1745825,-,dnaI,NWMN_1577,primosomal protein DnaI
BAF67850.1,306.4283961,-0.58865399,0.46494031,-1.266085082,0.205482623,4.29E-01,AP009351.1,1745825,1747225,-,dnaB,NWMN_1578,replication initiation and membrane attachment protein
